,poems,class,Emotions
1303,"
Wraith
Edna St. Vincent Millay
""Thin Rain, whom are you haunting,
That you haunt my door?""
 -- Surely it is not I she's wanting;
Someone living here before -- 
""Nobody's in the house but me:
You may come in if you like and see.""
 
Thin as thread, with exquisite fingers, -- 
Have you seen her, any of you? -- 
Grey shawl, and leaning on the wind,
And the garden showing through?
 
Glimmering eyes, -- and silent, mostly,
Sort of a whisper, sort of a purr,
Asking something, asking it over,
If you get a sound from her. -- 
 
Ever see her, any of you? -- 
Strangest thing I've ever known, -- 
Every night since I moved in,
And I came to be alone.
 
""Thin Rain, hush with your knocking!
You may not come in!
This is I that you hear rocking;
Nobody's with me, nor has been!""
 
Curious, how she tried the window, -- 
Odd, the way she tries the door, -- 
Wonder just what sort of people
Could have had this house before . . .
",a,Surprise
1304,"
Doom is the House without the Door
Emily Dickinson

 
Doom is the House without the Door--
'Tis entered from the Sun--
And then the Ladder's thrown away,
Because Escape--is done--
 
'Tis varied by the Dream
Of what they do outside--
Where Squirrels play--and Berries die--
And Hemlocks--bow--to God--
",a,Sad
1305,"
Absence disembodies—so does Death
Emily Dickinson

 
Absence disembodies—so does Death
Hiding individuals from the Earth
Superposition helps, as well as love—
Tenderness decreases as we prove—
",a,Fear
1306,"
On Looking Into The Eyes Of A Demon Lover
Sylvia Plath
Here are two pupils
whose moons of black
transform to cripples
all who look:
 
each lovely lady
who peers inside
take on the body
of a toad.
 
Within these mirrors
the world inverts:
the fond admirer's
burning darts
 
turn back to injure
the thrusting hand
and inflame to danger
the scarlet wound.
 
I sought my image
in the scorching glass,
for what fire could damage
a witch's face?
 
So I stared in that furnace
where beauties char
but found radiant Venus
reflected there.
",a,Happy
1307,"
I died for Beauty--but was scarce
Emily Dickinson

 
I died for Beauty--but was scarce
Adjusted in the Tomb
When One who died for Truth, was lain
In an adjoining room--
 
He questioned softly ""Why I failed""?
""For Beauty"", I replied--
""And I--for Truth--Themself are One--
We Brethren, are"", He said--
 
And so, as Kinsmen, met a Night--
We talked between the Rooms--
Until the Moss had reached our lips--
And covered up--our names--
",a,Fear
1308,"
Assault
Edna St. Vincent Millay
I
 
I had forgotten how the frogs must sound
After a year of silence, else I think
I should not so have ventured forth alone
At dusk upon this unfrequented road.
 
II
 
I am waylaid by Beauty. Who will walk
Between me and the crying of the frogs?
Oh, savage Beauty, suffer me to pass,
That am a timid woman, on her way
From one house to another!
",a,Surprise
1309,"
Lyonnesse
Sylvia Plath
No use whistling for Lyonnesse!
Sea-cold, sea-cold it certainly is.
Take a look at the white, high berg on his forehead-
 
There's where it sunk.
The blue, green,
Gray, indeterminate gilt
 
Sea of his eyes washing over it
And a round bubble
Popping upward from the mouths of bells
 
People and cows.
The Lyonians had always thought
Heaven would be something else,
 
But with the same faces,
The same places...
It was not a shock-
 
The clear, green, quite breathable atmosphere,
Cold grits underfoot,
And the spidery water-dazzle on field and street.
 
It never occurred that they had been forgot,
That the big God
Had lazily closed one eye and let them slip
 
Over the English cliff and under so much history!
They did not see him smile,
Turn, like an animal,
 
In his cage of ether, his cage of stars.
He'd had so many wars!
The white gape of his mind was the real Tabula Rasa.
",a,Fear
1310,"
Oh
Anne Sexton
It is snowing and death bugs me
as stubborn as insomnia.
The fierce bubbles of chalk,
the little white lesions
settle on the street outside.
It is snowing and the ninety
year old woman who was combing
out her long white wraith hair
is gone, embalmed even now,
even tonight her arms are smooth
muskets at her side and nothing
issues from her but her last word - ""Oh."" Surprised by death.
 
It is snowing. Paper spots
are falling from the punch.
Hello? Mrs. Death is here!
She suffers according to the digits
of my hate. I hear the filaments
of alabaster. I would lie down
with them and lift my madness
off like a wig. I would lie
outside in a room of wool
and let the snow cover me.
Paris white or flake white
or argentine, all in the washbasin
of my mouth, calling, ""Oh.""
I am empty. I am witless.
Death is here. There is no
other settlement. Snow!
See the mark, the pock, the pock!
 
Meanwhile you pour tea
with your handsome gentle hands.
Then you deliberately take your
forefinger and point it at my temple,
saying, ""You suicide bitch!
I'd like to take a corkscrew
and screw out all your brains
and you'd never be back ever.""
And I close my eyes over the steaming
tea and see God opening His teeth.
""Oh."" He says.
I see the child in me writing, ""Oh.""
Oh, my dear, not why.
",a,Fear
1311,"
La Regina Avrillouse
Ezra Pound
Lady of rich allure,
Queen of the spring's embrace,
Your arms are long like boughs of ash,
Mid laugh-broken streams, spirit of rain unsure,
Breath of the poppy flower,
All the wood thy bower
And the hills thy dwelling-place.
 
This will I no more dream;
Warm is thy arm's allure,
Warm is the gust of breath
That ere thy lips meet mine
Kisseth my cheek and saith:
""This is the joy of earth,
Here is the wine of mirth
Drain ye one goblet sure,
 
Take ye the honey cup
The honied song raise up,
Drink of the spring's allure,
April and dew and rain;
Brown of the earth sing sure,
Cheeks and lips and hair
And soft breath that kisseth where
Thy lips have come not yet to drink.""
 
Moss and the mold of earth,
These be thy couch of mirth,
Long arms thy boughs of shade
April-alluring, as the blade
Of grass doth catch the dew
And make it crown to hold the sun.
Banner be you
Above my head,
Glory to all wold display'd,
April-alluring, glory-bold.
",a,Surprise
1312,"
Civilization—spurns—the Leopard!
Emily Dickinson

 
Civilization—spurns—the Leopard!
Was the Leopard—bold?
Deserts—never rebuked her Satin—
Ethiop—her Gold—
Tawny—her Customs—
She was Conscious—
Spotted—her Dun Gown—
This was the Leopard's nature—Signor—
Need—a keeper—frown?
 
Pity—the Pard—that left her Asia—
Memories—of Palm—
Cannot be stifled—with Narcotic—
Nor suppressed—with Balm—
",a,Angry
1313,"
Apostrophe To Man
Edna St. Vincent Millay
(On reflecting that the world
is ready to go to war again)
 
Detestable race, continue to expunge yourself, die out.
Breed faster, crowd, encroach, sing hymns, build
bombing airplanes;
Make speeches, unveil statues, issue bonds, parade;
Convert again into explosives the bewildered ammonia
and the distracted cellulose;
Convert again into putrescent matter drawing flies
The hopeful bodies of the young; exhort,
Pray, pull long faces, be earnest,
be all but overcome, be photographed;
Confer, perfect your formulae, commercialize
Bacateria harmful to human tissue,
Put death on the market;
Breed, crowd, encroach,
expand, expunge yourself, die out,
Homo called sapiens.
",a,Fear
1314,"Mangoes
Tracy K Smith
The woman in a blouse
The color of daylight
Motions to her daughter not to slouch.
They wait without luggage.
They have been waiting
Since before the station smelled
Of cigarettes. Shadows
Fill the doorway and fade
One by one
Into bloated faces.
She’d like to swat at them
Like the lazy flies
That swarm her kitchen.

She considers her hands, at rest
Like pale fruits in her lap. Should she
Gather them in her skirt and hurry
Down the tree in reverse, greedy
For a vivid mouthful of something
Sweet? The sun gets brighter
As it drops low. Soon the room
Will glow gold with late afternoon.
Still no husband, face creased from sleep,
His one bag across his chest. Soon
The windows will grow black. Still
No one with his hand always returning
To the hollow below her back.

Desire is a city of yellow houses
As it surrenders its drunks to the night.
It is the drunks on ancient bicycles
Warbling into motionless air,
And the pigeons, asleep in branches,
That will repeat the same songs tomorrow
Believing them new. Desire is the woman
Awake now over a bowl of ashes
That flutter and drop like abandoned feathers.
It’s the word widow spelled slowly in air
With a cigarette that burns
On its own going.
",a,Sad
1315,"
what if a much of a which of a wind
Edward Estlin Cummings
what if a much of a which of a wind
gives the truth to summer's lie;
bloodies with dizzying leaves the sun
and yanks immortal stars awry?
Blow king to beggar and queen to seem
(blow friend to fiend: blow space to time)
-when skies are hanged and oceans drowned,
the single secret will still be man
 
what if a keen of a lean wind flays
screaming hills with sleet and snow:
strangles valleys by ropes of thing
and stifles forests in white ago?
Blow hope to terror; blow seeing to blind
(blow pity to envy and soul to mind)
-whose hearts are mountains, roots are trees,
it's they shall cry hello to the spring
 
what if a dawn of a doom of a dream
bites this universe in two,
peels forever out of his grave
and sprinkles nowhere with me and you?
Blow soon to never and never to twice
(blow life to isn't:blow death to was)
-all nothing's only our hugest home;
the most who die, the more we live
",a,Surprise
